perturbation,centered_pearson,rmse
DRGX,-0.38845765465229004,0.10768968100743477
DUX4,-0.17781268999198985,0.12558781685634465
DUXA,-0.20074143799250024,0.11200651994777218
E2F1,-0.5280251418496943,0.10581254039191451
E2F2,-0.39169718219494254,0.10377159783280529
E2F3,-0.3601686257817563,0.12547173822932622
E2F4,-0.20894496510662205,0.09882995303982292
E2F5,-0.41317608575294873,0.10462724508858617
E2F6,-0.49279174494811867,0.12631696105259016
E2F7,-0.3964223215249957,0.1293999287613854
E2F8,-0.15724774559271854,0.09162856055126176
E4F1,-0.30198347781381435,0.101318882275664
EBF1,-0.3887654178543299,0.11351920788797631
EBF2,-0.401469053173364,0.13054042415894246
EBF3,-0.11931909191848174,0.09458103505637806
EBF4,-0.22981845859208735,0.08210522412484064
EGR1,-0.3714235626097813,0.09147089486430451
EGR2,-0.3149689587377474,0.11000151043093297
EGR3,-0.43861213008632044,0.1270370162251187
EGR4,-0.39544565924420183,0.10223117185063635
EHF,-0.2808044106221744,0.09126012441926214
ELF1,-0.4240694414334558,0.12285317820615305
ELF2,-0.2566037135076373,0.08148479271648863
ELF3,-0.13455708450469137,0.07868489030456402
ELF4,-0.3457936126073987,0.08830059190669574
ELF5,-0.3623978407950914,0.10590248330463115
ELK1,-0.312189254438131,0.08991557512385898
ELK3,-0.30244053638995516,0.08129050897948556
ELK4,-0.18786504566754075,0.08568898978354927
ELOA,-0.20650075873337018,0.08654699644763635
ELOB,-0.38481826717176054,0.1175644990363404
ELOC,-0.2343730582191969,0.08664402444752972
ELOF1,-0.22309602023292727,0.09518919059223956
EMX1,-0.3739537186982665,0.08388996486638928
EMX2,-0.42148176235779167,0.10641993433120171
EN1,-0.2901577865918702,0.09206775485818419
EN2,-0.29906325377041115,0.08678399843798984
ENO1,-0.19857943889336938,0.08582119025847149
EOMES,-0.2659198383191886,0.11410695217500832
EP300,-0.5132001153089122,0.21143724518291532
EP400,-0.1480655686345558,0.07178399520458865
EPAS1,-0.29449144352595324,0.09396941968494511
ERCC2,-0.23327244878571168,0.09767980423848814
ERCC3,-0.2692698301837347,0.07953047457223142
ERCC6,-0.33528986474835365,0.1017170891724165
ERCC8,-0.15088273526237256,0.07658221558238541
ERF,-0.26572072589665835,0.08558116110012967
ERG,-0.29730115402199364,0.0918944020557334
ESR1,-0.3708730255310201,0.12568017075733673
ESR2,-0.2641412229217122,0.09124745385819448
ESRRA,-0.3257209106040554,0.082283812750893
ESRRB,-0.370665260666468,0.10799989679927569
ESRRG,-0.3695976525272568,0.09372859788194074
ESX1,-0.4397680514872881,0.11537609160665731
ETF1,-0.05220728114425206,0.07678702631312173
ETS1,-0.3143406045801344,0.11832620407812905
ETS2,-0.2989205217858472,0.10315220537870448
ETV1,-0.3409558075527809,0.1228500508464542
ETV2,-0.2818464389649918,0.08631379938854805
ETV3L,-0.22104344875001863,0.09898117364071898
ETV3,-0.15779457471356775,0.07437591759520586
ETV4,-0.3205480621057857,0.08970003761977863
ETV5,-0.27950773770076365,0.11252609663553455
ETV6,-0.2346152980930996,0.0817123344200932
ETV7,-0.1579677959955677,0.0838776101078171
EVX1,-0.3498145562324631,0.11065565120182588
EVX2,-0.40642240011704395,0.11775466255032992
EWSR1,-0.30334876392915816,0.08125101741670339
EZH1,-0.14009875506514924,0.08022123535959343
EZH2,-0.24209023376174116,0.082072661703692
FANCD2,-0.23490095197747832,0.09403205575071315
FERD3L,-0.1430713367946841,0.07524695212413055
FEV,-0.38431360171146395,0.1285173113897797
FEZF1,-0.26471660584981316,0.0877938474330818
FEZF2,-0.19657995369504686,0.10482595655414552
FGF3,-0.31050619081261194,0.07544189796938874
FIGLA,-0.24407294959423628,0.1054071988557269
FIZ1,-0.22972408867709398,0.09037209365957263
FLI1,-0.532172689763006,0.15833193783676103
FLII,-0.25795607957251226,0.07900280433035878
FOSB,-0.33812576347059065,0.1169923335908178
FOSL1,-0.27256492827535045,0.09792626788387854
FOSL2,-0.4227714595386647,0.11638450907275838
FOS,-0.2316503362158222,0.09088712022997741
FOXA1,-0.44199281050903405,0.12947305625203978
FOXA2,-0.2935446718533385,0.08725159952704456
FOXA3,-0.5554783015813624,0.1822024149709413
FOXB1,-0.29850305996687077,0.09407043557518281
FOXB2,-0.5010058561857283,0.143812179505187
FOXC1,-0.35452222254474375,0.13849176610659977
FOXC2,-0.5059499274377918,0.19499145002974408
FOXD1,-0.43002549853033106,0.12600676243946007
FOXD2,-0.2622042407571085,0.0743242940219204
FOXD3,-0.4054809298100795,0.09592159783692691
FOXD4L1,-0.5093106144469257,0.18908941728017536
FOXD4L3,-0.31198412294547107,0.10481233093782759
FOXD4L4,-0.3508457000514448,0.12324977748763084
FOXD4L5,-0.1338289847803049,0.10967664354590045
FOXD4L6,-0.23566661043708292,0.11462721374279072
FOXD4,-0.2168695761147325,0.11218263056661475
FOXE1,-0.5721934325118444,0.22752787956074855
FOXE3,-0.32609795674875597,0.13695943336439034
FOXF1,-0.43470438968718034,0.16608210681266042
FOXF2,-0.39782311565579104,0.125404289800865
FOXG1,-0.29694750360862204,0.08292555303726165
FOXH1,-0.11523990113072859,0.07873564473430754
FOXI1,-0.4071535486954875,0.11339441266596033
FOXI2,-0.3040476523295614,0.10006170749674886
FOXI3,-0.297037924015261,0.11003841442867243
FOXJ1,-0.34692153878856563,0.10461384749440787
FOXJ2,-0.3206920961173844,0.09766140938993274
FOXJ3,-0.4414067587537676,0.1378494490003321
FOXK1,-0.20254467365527107,0.08122606635950394
FOXK2,-0.2382716354171281,0.07308278045625063
FOXL1,-0.29220154087727146,0.09696397297890494
FOXL2,-0.30520679640718823,0.13997649550912908
FOXM1,-0.24376310414552743,0.08473255443689755
FOXN1,-0.353868246825594,0.11530443858452775
FOXN2,-0.3564321351755268,0.08589399241261877
FOXN3,-0.37176627975015636,0.1045424694848616
FOXN4,-0.22045802943488926,0.07242601596267534
FOXO1,-0.05152210163745482,0.07021899278058497
FOXO3,-0.19922899627721852,0.07922665141374646
FOXO4,-0.44330101785754333,0.11384290514558967
FOXO6,-0.14492946244133645,0.09167499256579036
FOXP1,-0.16986971280766192,0.0976311020894587
FOXP2,-0.39159644023979495,0.11282232757504022
FOXP3,-0.47664829675901266,0.11109774447810211
FOXP4,-0.34291834749846134,0.10781037993430495
FOXQ1,-0.5519876346813606,0.11364463437619056
FOXR1,-0.24560476743900117,0.09582692421903258
FOXR2,-0.26412521065236894,0.0829087762183836
FOXS1,-0.47930306066390216,0.13180063625401295
FUBP1,-0.5277679719424428,0.13391019730199152
FUS,-0.31627510883249377,0.09830587404279895
FXN,-0.39120947887587715,0.11991696534946351
GABPA,-0.20912448439610823,0.08413600327242156
GABPB1,-0.40179658008468816,0.0996628595752707
GATA1,-0.21564693039732,0.08481321559837957
GATA2,-0.502110779167693,0.12130685271826001
GATA3,-0.3957212206617421,0.13406269175477042
GATA4,-0.44151817420682204,0.10808854590371553
GATA5,-0.45358424945427855,0.1269079250852253
GATA6,-0.6109002188641424,0.18700435162394766
GATAD2A,-0.34688171056029066,0.08519338435093303
GATAD2B,-0.36378645845413443,0.1168817254857545
GBX1,-0.24223597597014498,0.08376170612460931
GBX2,-0.3485771265136076,0.10203592337012604
GCFC2,-0.3807272715893219,0.12013107182165744
GCM1,-0.3835966471152411,0.10607193399732072
GCM2,-0.31380284499489813,0.0944956479712797
GFI1B,-0.454461315224544,0.10929233815869992
GFI1,-0.4122750963407469,0.12037281392385014
GLI1,-0.4069278940336986,0.10931479475938281
GLI2,-0.19844397819893245,0.09547714981087821
GLI3,-0.2287247928366681,0.0883391636284673
GLI4,-0.16267615212627276,0.07224691033153775
GLIS1,-0.3171760056043229,0.10285860167096064
GLIS2,-0.33168409341884086,0.0865164418144401
GLIS3,-0.4034847924510714,0.12983500002911924
GLMP,-0.24611425360299305,0.0859317813258652
GMEB1,-0.2878890958594624,0.09310581922569278
GMEB2,-0.2662486052684292,0.09338805040798169
GON4L,-0.2839005725001481,0.10438790585237916
GRHL1,-0.35469967278737463,0.08419588896841704
GRHL2,-0.18447354297718319,0.07390198964690377
GRHL3,-0.334998448954361,0.10494702438966948
GSC2,-0.7084685563706459,0.3044036890835384
GSC,-0.47456521119801137,0.12317257419639466
GSX1,-0.3660841098549691,0.10318251263429948
GSX2,-0.4732369350277492,0.12333366871007413
GTF2A1L,-0.34959258943593347,0.09825694469631559
GTF2A1,-0.2314890978993383,0.09083156457225192
GTF2A2,-0.4519808706064029,0.1208685683458106
GTF2B,-0.3577159358030405,0.11997531241358125
GTF2E1,-0.19671406997015856,0.09637505258069916
GTF2F1,-0.18915933265232185,0.07632111163775307
GTF2F2,-0.23019343369963283,0.08746230093297677
GTF2H1,-0.27545187512622293,0.09159470979890379
GTF2H2,-0.2763435700567426,0.12282800460737883
GTF2H3,-0.18895649017216334,0.08004568344582587
GTF2IRD1,-0.13145963157380977,0.08106595136624843
GTF2IRD2B,-0.2610749129166818,0.09907154997199
GTF2IRD2,-0.23464211484527336,0.10277400557340097
GTF2I,-0.23368884206202262,0.07439221909121434
GTF3A,-0.33248312296323346,0.09557267202874593
GTF3C2,-0.18058386102227708,0.0877558101166233
GZF1,-0.12360778348866999,0.06360324978261114
HAND1,-0.48484695560280994,0.18077162852971856
HAND2,-0.2709742003885056,0.09398288436462338
HBP1,-0.1952473355165249,0.11045823727811731
HDAC1,-0.11680348939690584,0.09315697947729941
HDAC3,-0.25885232396051755,0.08727621544014041
HDAC4,-0.28020638714586626,0.07704702909038251
HDAC5,-0.41723351407255377,0.09921311042361762
HDGF,-0.4286823504002018,0.09737397744176582
HDX,-0.4573926579173869,0.1082328304598389
HELT,-0.2940369853078482,0.1014511717885051
HELZ2,-0.5657487568319394,0.18824913955287859
HES1,-0.8042872505191434,0.4230184477526001
HES2,-0.24743382963774513,0.0688930295990552
HES3,-0.5111647049904038,0.1139387302653347
HES4,-0.3872832829593481,0.1432204221574263
HES5,-0.22667950327730724,0.07596054311097354
HES6,-0.29988038667657807,0.07901801929755259
HES7,-0.5321465371357355,0.18455104141955794
HESX1,-0.32443528531664084,0.08858905059914075
HEY1,-0.2015923971380561,0.07374937429213983
HEY2,-0.21379747724074438,0.07290826738211342
HEYL,-0.27805113368635576,0.06317241750938489
HHEX,-0.526388562245915,0.13649220408617682
HIC1,-0.1566279904581492,0.08783721650646162
HIC2,-0.3830391502837607,0.13940312188901033
HIF1A,-0.4179318115471709,0.07028992159726147
HIF3A,-0.36323731428693545,0.09062657887524384
HINFP,-0.33275474088751117,0.09048163943323913
HIVEP1,-0.31501190969503184,0.08360964753298603
HIVEP2,-0.42748055888766556,0.10923810532126556
HIVEP3,-0.10859493500901461,0.10042260067122014
HLF,-0.37986014905977794,0.11763282512319723
HLTF,-0.4472523443473005,0.1616456304132413
HLX,-0.2991046843318594,0.09774149872788461
HMBOX1,-0.3346570888911432,0.08723466946891689
HMG20A,-0.1959295337992518,0.07434605728946049
HMG20B,-0.311630047950999,0.09009193944326654
HMGA1,-0.3031382009605253,0.10458999553326263
HMGA2,-0.32392798637936304,0.08720460708809243
HMGB1,-0.27594558751087633,0.09174468335335474
HMGB2,-0.5216529545902502,0.16640707995056195
HMGB3,-0.3723497200587842,0.13045616990865447
HMGB4,-0.43520026590467165,0.12746187367390746
HMGN2,-0.21713972567111975,0.11202485986972475
HMGN3,-0.22878068154266087,0.07983261326020329
HMGXB3,-0.1851927453145174,0.07910985738579322
HMGXB4,-0.2990458533452131,0.07522774993464208
HMX1,-0.08824468114780902,0.0688421444967746
HMX2,-0.1432554353089207,0.07688636607140323
HMX3,-0.3642339174644293,0.11380676232576617
HNF1A,-0.2835469832323039,0.08966606000860276
HNF1B,-0.39247182156126187,0.12420041136133604
HNF4A,-0.4142148463252707,0.11105367148669862
HNF4G,-0.38827189693228664,0.0940222056011362
HNRNPAB,-0.7342946212930829,0.2897267337798857
HNRNPK,-0.1654729293361016,0.09230602833500032
HOMEZ,-0.3682349432838782,0.10359669747668976
HOPX,-0.22818059947002403,0.11735855452190394
HOXA10,-0.23325476836229161,0.09277730384231331
HOXA11,-0.4387270746689723,0.11436706670025483
HOXA13,-0.5586854890706603,0.169409338061356
HOXA1,-0.3644720717623877,0.11139898927152274
HOXA2,-0.17057785696053765,0.09015891111167344
HOXA3,-0.2537775726922582,0.1006556809526774
HOXA4,-0.20616614379118234,0.08455804244652118
HOXA5,-0.3320908895136144,0.10849980355340293
HOXA6,-0.27371767221770693,0.09457495120300956
HOXA7,-0.31662612377869404,0.09827686907135187
HOXA9,-0.28475043533730054,0.08984828178588157
HOXB13,-0.39746654330207926,0.11735832753127633
HOXB1,-0.11844649461090988,0.06363381470591319
HOXB2,-0.4638688469890949,0.14819449369315088
HOXB3,-0.3856839594835761,0.09462717325226284
HOXB4,-0.14687715383373573,0.07951301312516913
HOXB5,-0.1526955789419654,0.08468297485840762
HOXB6,-0.3794084324527602,0.11206774572803416
HOXB7,-0.2794623500515931,0.11860507792193181
HOXB8,-0.41046523320817285,0.11203163237141353
HOXB9,-0.445624681209724,0.10861559440043289
HOXC10,-0.3020142736855163,0.08633016544732643
HOXC11,-0.3551976313868088,0.11300913226046592
HOXC12,-0.5967826827712196,0.19297302156483032
HOXC13,-0.5129077646951783,0.14821082801706156
HOXC4,-0.31687443301337453,0.09607105115384895
HOXC5,-0.2738400906230468,0.08173424751539173
HOXC6,-0.32355492831364946,0.15042090647286682
HOXC8,-0.41201214506350087,0.12176994920113408
HOXC9,-0.1985558140884416,0.0878971103143781
HOXD10,-0.2800522317639307,0.0966053885765367
HOXD11,-0.3477949333183102,0.08355841680923815
HOXD12,-0.2760800633368186,0.08630322723374949
HOXD13,-0.3262195747913912,0.11110970217966004
HOXD1,-0.47036678813459193,0.13056637779228972
HOXD3,-0.2509349906904994,0.09268217932146894
HOXD4,-0.23009409898919395,0.11154357269090315
HOXD8,-0.2872156980206399,0.06475949794836706
HOXD9,-0.24577492704901976,0.08796382168239208
HSBP1,-0.2286683925798527,0.10582545145964962
HSF1,-0.29026659336450555,0.09656444732837505
HSF2,-0.28706973648191236,0.07797993148105654
HSF4,-0.260336686152074,0.1127507959929694
HSF5,-0.22059199420166642,0.092010272875089
HSFX1,-0.3220183491687129,0.14174693899145646
HSFX2,-0.37027195985968,0.10744373218728105
HSFY1,-0.3050042418346737,0.12595859323854813
HSFY2,-0.16624697040104447,0.135397438478948
ID1,-0.25243070882634366,0.0861302292100585
ID2,-0.2955354875177438,0.08017200778989829
ID3,-0.33418958388862313,0.10546602330111675
ID4,-0.5015391201744458,0.11030891749754183
IFI16,-0.2159218503290745,0.09258280424307962
IGFBP1,-0.22463490148563697,0.09766413062468887
IGHMBP2,-0.2278706391464481,0.10504893292417018
IKZF1,-0.2694894511801995,0.07740830208069892
IKZF2,-0.4738549332379879,0.11260337193860152
IKZF3,-0.30043669284590313,0.11046510774822346
IKZF4,-0.389201391730959,0.09514516634247748
IKZF5,-0.34333903527294296,0.11574925234169592
IL18,-0.5956630092677003,0.21525299492373326
ILF3,-0.15895711472715363,0.08206879720883943
ING1,-0.2554247957174872,0.08824318518045084
ING4,-0.18882219816350698,0.0778802939680456
INSM1,-0.36473753460911407,0.07862438969042224
INSM2,-0.4523066420367849,0.13246141167618122
IRF1,-0.5401352920896796,0.2092846865058549
IRF2,-0.23350059033019807,0.09117097182642542
IRF3,-0.2596535920443232,0.08761392697909594
IRF4,-0.5396590204025765,0.1530255054029882
IRF5,-0.15140365406516623,0.08488281473636816
IRF6,-0.1951630194683155,0.08506568766528057
IRF7,-0.4368379072806731,0.13272739414102033
IRF8,-0.3471587184364293,0.0811207194326183
IRF9,-0.28709141459070686,0.11283852489520907
IRX1,-0.3272159355401551,0.07369527926959238
IRX2,-0.31992037851891225,0.09345312186529822
IRX3,-0.2667366302165339,0.10094366979827965
IRX4,-0.21606407705228367,0.07053326833524928
IRX5,-0.4135005577919869,0.11363419620293477
IRX6,-0.25361544632002603,0.07656382283478388
ISL1,-0.28599076937613194,0.10478692947701827
ISL2,-0.3954377128669985,0.11840377609147221
ISX,-0.1091453532336349,0.08302089205006567
JARID2,-0.2998652669711867,0.0974324077883024
JDP2,-0.2473963084083818,0.0952600712724565
JUNB,-0.5170368476089348,0.15693781521513553
JUND,-0.25947195873691825,0.08552420274956182
JUN,-0.297323722410027,0.11894929712496208
JUP,-0.4593984722185917,0.12366903980412698
KAT2A,-0.254987128832727,0.0883509940292567
KAT7,-0.33727676854250793,0.08271626651676743
KCNIP2,-0.4101774578775865,0.09556599858447032
KCNIP3,-0.31446515576996437,0.09637317374779572
KCNIP4,-0.1653567855533812,0.07557589647168095
KDM5A,-0.3644281401372375,0.09028239593971281
KDM5B,-0.3004715259474254,0.09315782576392467
KDM5C,-0.23541704855098378,0.07405026944911886
KDM5D,-0.2802514452472873,0.08589746737391107
KDR,-0.22511831316587028,0.07584726317035756
KLF10,-0.23008641200478602,0.08218371906138096
KLF11,-0.3489617249612605,0.0954746364674244
KLF12,-0.30990489613393424,0.10172886589794293
KLF13,-0.29932115433044,0.08242415221683189
KLF14,-0.32908501478693813,0.10488320773547773
KLF15,-0.33044176049660734,0.07722894374437544
KLF16,-0.23082067141433055,0.07965158630043553
KLF17,-0.23763383534710888,0.10629557895290452
KLF1,-0.3524086771300745,0.09688240247337022
KLF2,-0.2124477787910485,0.10371105462031632
KLF3,-0.3737420642795478,0.1055453896987263
KLF4,-0.38131468248363787,0.10002746616298358
KLF5,-0.4917686777006991,0.17115336846470988
KLF6,-0.3636698787391963,0.10529477319275159
KLF7,-0.46538578971653405,0.11069105527980495
