perturbation,centered_pearson,rmse
KLF8,-0.43238869921400536,0.11697632455059695
KLF9,-0.4162469356131251,0.12942816877868918
KMT2B,-0.14576213017296472,0.07071542369513857
KRBOX5,-0.24501760558676142,0.10398924089910636
L3MBTL1,-0.28549989580994767,0.11266726958055465
L3MBTL4,-0.442462008592768,0.11095080210642154
LBX1,-0.44285334558201644,0.1330403791691231
LBX2,-0.38788504331031726,0.11537154681859638
LCORL,-0.3220024827209059,0.10250934444960409
LCOR,-0.3470404513016509,0.08597769550536255
LDB1,-0.2423253521178024,0.10443007394454663
LDB2,-0.3182709759268593,0.09137326625108223
LEF1,-0.4321379286199333,0.1294194703157593
LEUTX,-0.277045882459312,0.0991947587237891
LHX1,-0.30977222470992166,0.0890029321181001
LHX2,-0.21315306983878649,0.08035368842889132
LHX3,-0.16628110704269267,0.05187777310823765
LHX4,-0.309774972763998,0.10144886604875063
LHX5,-0.32269167770227203,0.11840521531824957
LHX6,-0.3057719644330108,0.10471786691817173
LHX8,-0.2582457896556436,0.0825384823030468
LHX9,-0.36305431278498057,0.10868479949124724
LIN28A,-0.33565500356712885,0.09962340040939999
LIN28B,-0.3294147338416334,0.1007375673110166
LIN54,-0.1899442499093412,0.06288953408683119
LIN9,-0.274421434009251,0.07218482528304848
LITAF,-0.2771311334742328,0.07964341622846823
LMO1,-0.3644021310916127,0.1117755177981195
LMO2,-0.4558313347309042,0.10128702512687879
LMO3,-0.2772599572698588,0.09854111748903997
LMX1A,-0.26064095773701884,0.0844352532872697
LMX1B,-0.1927110750843799,0.08258375686791117
LRPPRC,-0.2696215410001367,0.09698114773271369
LRRFIP1,-0.34351785160978315,0.10644638860760555
LYL1,-0.23814620543871193,0.09153937040001633
LZTR1,-0.2161448342343528,0.06443267416825568
MAEL,-0.2833485871902145,0.09340164436155142
MAFA,-0.15085828606065751,0.0870897927086605
MAFB,-0.3431150006991373,0.11358862828109198
MAFF,-0.22485155603437057,0.0924526290355395
MAFG,-0.30819738352607506,0.06520597699574336
MAFK,-0.35090330197963604,0.11134616797530868
MAF,-0.3219308665697859,0.10404816302979014
MAML1,-0.4205217178962455,0.10200006921024657
MAP3K7,-0.3047251486067294,0.09609870910539228
MAPK8IP1,-0.05975903303100925,0.0659673427991089
MAX,-0.219356241550384,0.08881046106867191
MAZ,-0.22874702238744002,0.10068273973720927
MBD1,-0.3359430209895655,0.12545604505644684
MBD2,-0.3115129969281028,0.10141185780960475
MBD3,-0.351705699229841,0.10002387157749175
MBD4,-0.2123602904224189,0.07700593312493167
MECOM,-0.4179985702279887,0.115766698731465
MECP2,-0.2158232003637569,0.08016606623003039
MED21,-0.39537685940618095,0.09660853801330621
MEF2A,-0.4776951371205823,0.15667114028585938
MEF2B,-0.4155865458833732,0.09818184501005786
MEF2C,-0.5856665916632984,0.14465119180412428
MEF2D,-0.3009238991712799,0.09718263022448272
MEIOSIN,-0.4543931523937625,0.1390302012239525
MEIS1,-0.4521282080498704,0.12080955715574884
MEIS2,-0.21146970774290702,0.09820905312610123
MEIS3,-0.35941459604016573,0.09377567996182436
MEOX1,-0.3710615111784717,0.14930515884926265
MEOX2,-0.09634032002608503,0.08426074133027586
MESP1,-0.18617398169689772,0.07218969454818103
MESP2,-0.14188829570884623,0.0800849332670929
MGA,-0.17799132133638224,0.07660068506347575
MIDEAS,-0.5357385597208695,0.1257459422661038
MIER1,-0.25997627077159946,0.0823900601541084
MIER2,-0.12813757909438042,0.06722151750873287
MIER3,-0.3776130341012001,0.09405540785690406
MITF,-0.15277767917237212,0.07320211852715934
MIXL1,-0.2496084487077995,0.0921438080693065
MKX,-0.30119650274858223,0.09992867266545669
MLLT10,-0.287423112092246,0.08920850283756074
MLLT1,-0.2875485521938316,0.07273425665507224
MLXIPL,-0.2549198126630029,0.11082777963701186
MLXIP,-0.26118778286703564,0.075598692133155
MLX,-0.5766774887175369,0.1806746495817059
MMP3,-0.2372528857366255,0.11233657441858602
MNAT1,-0.3975252132884074,0.15608806280494705
MNT,-0.2534537903703219,0.1054318201209139
MNX1,-0.36671439982061316,0.09496471030749769
MSC,-0.4871008731570679,0.12860689684949392
MSGN1,-0.2786452706788421,0.09266902772038507
MSLN,-0.26186091263679195,0.09009888525450625
MSX1,-0.3033577522570611,0.09582485739326416
MSX2,-0.24818972341924564,0.08580740520060454
MTA1,-0.2729166002913838,0.08541137894012854
MTA2,-0.3462037742872032,0.09610109870442965
MTA3,-0.2418897789492171,0.08860699319071898
MTERF1,-0.46505671146643834,0.14340231485947477
MTF1,-0.2929755391475183,0.08792308953339255
MXD1,-0.5268287404600552,0.1688828081742746
MXD3,-0.26087313125899,0.09959215170861664
MXD4,-0.3055774808613853,0.11829962155329699
MXI1,-0.36201356851327393,0.14258747729097052
MYBBP1A,-0.4101391387864227,0.12977380051289528
MYBL1,-0.31510629671490975,0.11490606864921701
MYBL2,-0.23910862291959,0.08896482709260747
MYB,-0.24498348556223848,0.07390693231487744
MYCBP,-0.3476679482946864,0.09555565904928635
MYCL,-0.29242804180613025,0.0666907919908144
MYCN,-0.3010285317082709,0.09952801955502882
MYC,-0.4402087737430961,0.11117662474827138
MYEF2,-0.3072541413881182,0.10200156879335603
MYF5,-0.4136707567156919,0.11822853790304509
MYF6,-0.3520021680987817,0.09354906383515131
MYNN,-0.47753548487343694,0.10910056157702083
MYOCD,-0.2843410170659581,0.12012689605346816
MYOD1,-0.290692014725711,0.08447217914962135
MYOG,-0.3981904565867311,0.08998509075874833
MYRF,-0.3009586332324186,0.09799738265918842
MYSM1,-0.2261527285274708,0.08117494630189122
MYT1L,-0.402305811008449,0.08879137891779341
MYT1,-0.25480522904973696,0.07993980447007026
MZF1,-0.24460665516753552,0.08099709260135714
NANOGNB,-0.35601503196588613,0.12944574933439504
NANOG,-0.11391841111134617,0.07804610795332487
NAT10,-0.40159182798505044,0.09503115244340166
NCL,-0.5272626439599859,0.19594799846177474
NCOA1,-0.4802745841814586,0.14890263034822196
NCOA2,-0.45270147074959294,0.12472521835777463
NCOA3,-0.3027186730841925,0.09168781609830089
NCOA6,-0.23583665820762292,0.06910922723240487
NCOR1,-0.4644092198205284,0.09711408210709324
NCOR2,-0.37861988631257026,0.09499176192973788
NELFE,-0.22002369283795667,0.07296498467361925
NEUROD1,-0.3251664759074668,0.11383313604113836
NEUROD2,-0.28066453402543545,0.11346309657500557
NEUROD4,-0.16926953556683916,0.09159709959872629
NEUROD6,-0.24053770590942095,0.08470871052173885
NEUROG1,-0.35112395340357877,0.10576335259855074
NEUROG2,-0.2840841474168412,0.11505759020907695
NEUROG3,-0.2731373379787825,0.08759583887237839
NF1,-0.3239712761409081,0.08662386270248006
NFAT5,-0.2588155760703163,0.07963922509874898
NFATC1,-0.3317756659771154,0.09670846352351867
NFATC2,-0.341109153612327,0.10550439421880385
NFATC3,-0.24885032551002953,0.08813486416649173
NFATC4,-0.2819929034637141,0.09548682838341158
NFE2L1,-0.2119902219974867,0.09641886654678654
NFE2L2,-0.47719424401823146,0.12187261346371138
NFE2L3,-0.37843226223270493,0.08656931064468236
NFE2,-0.4900425244256067,0.13593398384395575
NFE4,-0.4030810760968281,0.1160321002706406
NFIA,-0.26395166715893875,0.09201951252172252
NFIB,-0.3731728736066617,0.10674328396923634
NFIC,-0.3490806929345172,0.10786864822888387
NFIL3,-0.16585445713551322,0.07016293355708626
NFIX,-0.2961679993126543,0.12927617980246706
NFKB1,-0.30294864137443756,0.07977176734761708
NFKB2,-0.07552504279124578,0.06932849968020777
NFKBIA,-0.1503227508156999,0.08563604426450348
NFKBIB,-0.27520855418196377,0.11146093662662908
NFKBID,-0.507882442713107,0.1777828277076515
NFKBIE,-0.2442001264527439,0.08809495515008815
NFKBIL1,-0.4287316695149112,0.09209432354695692
NFKBIZ,-0.23369520327415733,0.09394659840583953
NFRKB,-0.13658370057584943,0.0833963169303149
NFX1,-0.5376671717883397,0.17295492124372
NFXL1,-0.20402189098322945,0.07198392707879386
NFYA,-0.4309061978113664,0.12807457824201487
NFYB,-0.3155932620135326,0.09558140806266019
NFYC,-0.4043082017605575,0.09808221705486653
NHLH1,-0.38119367474513144,0.1189597501003246
NHLH2,-0.22910637385890986,0.08136817113806472
NHP2,-0.22624868128516049,0.09251272834120942
NKRF,-0.30537396251963,0.0931116110750034
NKX1-1,-0.1628308816820058,0.07889614452321946
NKX1-2,-0.1925771837579993,0.07382525974950176
NKX2-1,-0.140378666343648,0.0885514196177079
NKX2-2,-0.4241909006799659,0.11446091001475431
NKX2-3,-0.2937663508342701,0.08922668171472657
NKX2-4,-0.351714700986324,0.14198617787138176
NKX2-5,-0.3242163285369869,0.12119917443252065
NKX2-6,-0.37183872828485603,0.10043692824243156
NKX2-8,-0.3685550516845761,0.10642189095287392
NKX3-1,-0.4391374629207653,0.15186912020798485
NKX3-2,-0.34379150312842094,0.10648464444912531
NKX6-1,-0.2524570164178749,0.0826484413119637
NKX6-2,-0.237667981239426,0.08243207551491295
NKX6-3,-0.27294414548339535,0.08758687653709636
NME2,-0.24372151347900542,0.07839064378575365
NMI,-0.15718555370968917,0.07959277248950916
NOBOX,-0.13482464495114974,0.0777156294849385
NOCT,-0.24584798813487424,0.09088209676571007
NONO,-0.10690099501650938,0.07414223989235642
NOTCH1,-0.2858951201384711,0.10027137612112785
NOTCH2,-0.3144445811689608,0.1498973695658571
NOTO,-0.3643795476674705,0.10824969297593426
NPAS1,-0.2597244829406255,0.08781732355862723
NPAS2,-0.3323817623563922,0.07888489624014364
NPAS3,-0.274693649081923,0.09063839053922208
NPAS4,-0.48037320076509915,0.16666130650011246
NR0B1,-0.25570552687085796,0.09394614594430187
NR0B2,-0.28217417049650845,0.09390089117202967
NR1D1,-0.24903297755193646,0.11220651979066604
NR1D2,-0.2689432924658144,0.08268892335407646
NR1H2,-0.17643606204595952,0.0796077119677775
NR1H3,-0.42195704023142966,0.11254782452416995
NR1H4,-0.31233705955765106,0.09275978513152205
NR1I2,-0.37464821405342197,0.1078195518169612
NR1I3,-0.3402577768443487,0.10747241252381569
NR2C1,-0.28180255610295474,0.1161733016198204
NR2C2,-0.16679001927904014,0.07570942425789345
NR2E1,-0.18604091740473702,0.09038046202832108
NR2E3,-0.3395605283876865,0.10863721806325434
NR2F1,-0.33528366565673906,0.11185958450891154
NR2F2,-0.2032380366151186,0.08757464958467436
NR2F6,-0.24891980299434005,0.09088187361098267
NR3C1,-0.25360903181330696,0.08074799299801737
NR3C2,-0.366206024216025,0.09248813630391503
NR4A1,-0.2782433469867395,0.10267909685826458
NR4A2,-0.2050242557611752,0.07782803071383324
NR4A3,-0.40169879990457075,0.14444229470434247
NR5A1,-0.19918175324256185,0.08074072860402633
NR5A2,-0.2902393110382352,0.10298411700279526
NR6A1,-0.18177048044691688,0.06941522050227628
NRF1,-0.3068251482216003,0.0946452836573174
NRL,-0.2729747993511115,0.08450604693515769
NSD2,-0.3286969911700846,0.08159123314969007
OLIG1,-0.24546609599909489,0.10113233479503947
OLIG2,-0.47377092345515376,0.13000594555820433
OLIG3,-0.28803870898320977,0.0931505289459225
ONECUT1,-0.31575982467984287,0.0809038444531678
ONECUT2,-0.4594170959100643,0.11995053440190279
ONECUT3,-0.20597048153558642,0.09456950052514985
OSR1,-0.2814338582278465,0.10500654224848625
OSR2,-0.4134485223917052,0.1325306355424958
OTP,-0.4852256921999177,0.092753713437284
OTX1,-0.287259937542485,0.09473027321111258
OTX2,-0.2377681716836932,0.09039666023634213
OVOL1,-0.5601463616622541,0.159784691151426
OVOL2,-0.4555334516588109,0.0917817521330065
OVOL3,-0.3527041569649526,0.09395287419787182
OXSR1,-0.19297193365010076,0.08888498896868473
PA2G4,-0.5671576202843708,0.16169389601159184
PARP1,-0.31800007052267015,0.09326595188829662
PATZ1,-0.30915778093660384,0.11399442509035482
PAX1,-0.2703043631484929,0.08874401086529071
PAX2,-0.42625680764139157,0.12777672597368947
PAX3,-0.23075146889299586,0.11191322233011809
PAX4,-0.3505773724776536,0.09876953537456006
PAX5,-0.3657767897150298,0.12679919067357892
PAX6,-0.4263294640037472,0.11587913732583863
PAX7,-0.3382128989971899,0.10717749701597351
PAX8,-0.3621332380472612,0.10541853929718852
PAX9,-0.28716990823167154,0.13249930200945456
PAXBP1,-0.3611766179520521,0.13064921406159669
PBRM1,-0.25366851038169724,0.08313638522934881
PBX1,-0.18290868686130543,0.08894107994362198
PBX2,-0.4215632715528048,0.09056350104469756
PBX3,-0.2975265646203613,0.0974225889082109
PBX4,-0.4809316231714946,0.14029700145925303
PCGF2,-0.2299762201702044,0.09134762988937384
PDCD2,-0.347974213635268,0.10915740560505008
PDX1,-0.09088967965302654,0.08076887492164023
PEG3,-0.237980116879006,0.0941139417281601
PES1,-0.3451013404840963,0.08506750437976818
PFDN5,-0.3697967391701433,0.10710295302845352
PGR,-0.36502804828025875,0.12360970471029104
PHF20,-0.3119072144354889,0.0919945287770374
PHOX2A,-0.41363592679602484,0.10847739695241018
PHOX2B,-0.38390697990392214,0.09404879436851378
PIAS1,-0.3555687816273977,0.13228322068514742
PIAS2,-0.21160441201205765,0.08733228723636836
PIAS3,-0.009022685602232763,0.07516824915639238
PIAS4,-0.4292445799538457,0.14155588132766136
PITX1,-0.43899380840974583,0.14858607306855254
PITX2,-0.45316411774234766,0.1180738814008498
PITX3,-0.4433977334219914,0.12887816283999187
PKNOX1,-0.07999673204660605,0.06618179833200571
PKNOX2,-0.1971569903393861,0.08425965739163341
PLAG1,-0.570703085898264,0.1559603298476644
PLAGL1,-0.45542995678765325,0.1445743321896861
PLAGL2,-0.10254243885996481,0.07295134635210458
PLK4,-0.1475155452492542,0.09824756089171245
PML,-0.3931689043387918,0.09931919746970336
PMS1,-0.2000577519552149,0.08479565088525592
POGZ,-0.2275184266307675,0.09015085662733467
POU1F1,-0.23162248028800236,0.08960976417873469
POU2AF1,-0.457733923234553,0.10440512169432475
POU2F1,-0.33285186678688344,0.11534299457115503
POU2F2,-0.43559985765669057,0.11735929353262102
POU2F3,-0.2940956306842653,0.0978525613942827
POU3F1,-0.34045214017434217,0.08902849605525259
POU3F2,-0.3183552007468358,0.10939213566492606
POU3F3,-0.15934873570325697,0.08368138887274225
POU3F4,-0.3130504709268448,0.095011189558789
POU4F1,-0.1287864382137779,0.07576842331820421
POU4F2,-0.4995270813562518,0.1295620713256645
POU4F3,-0.3593833303178844,0.10266368803969318
POU5F1B,-0.2237112659116323,0.07901099910600512
POU5F1,-0.31993296651290726,0.08342757226139953
POU5F2,-0.18157571946386927,0.09644803860827782
POU6F1,-0.24207560232520228,0.07603013209565815
POU6F2,-0.3496218403303064,0.1054655087995629
PPARA,-0.2267139466215551,0.0896648209936835
PPARD,-0.36095182160494105,0.10730795347157146
PPARGC1A,-0.47103253345832385,0.13650467566287497
PPARG,-0.33266587243938883,0.1025227513245126
PPP1R13B,-0.21799542161787241,0.09149422288033485
PPP1R13L,-0.2353140216791566,0.09098344270444839
PRDM10,-0.32653536978046216,0.11359210489902806
PRDM12,-0.25322087139407023,0.10014547046821991
PRDM13,-0.19816983021896492,0.08765997758374339
PRDM14,-0.16473581701126036,0.07731861858543759
PRDM15,-0.25941226174728726,0.09414889056854552
PRDM16,-0.36205901002743623,0.1437266455728431
PRDM1,-0.6339031334938287,0.21032596389504105
PRDM2,-0.2239423179443149,0.09885217105818
PRDM4,-0.3685291781905214,0.12343094999697093
PRDM5,-0.24926445567147476,0.09341515238828539
PRDM6,-0.18852879972663333,0.08868467323559041
PRDM8,-0.3635736106601878,0.09063465836648174
PRDM9,-0.250497878986336,0.10739946986279911
PREB,-0.33890402483147203,0.09858817246347813
PRKCD,-0.26375905601540206,0.08668660154857154
PROP1,-0.31806882467606284,0.09095301343622408
PROX1,-0.3343701719396917,0.1075318355055092
PROX2,-0.19457580347992962,0.0773031130404054
PRRX1,-0.22082839604737964,0.07677498842122739
PRRX2,-0.158393256326004,0.08222146641208358
PSAP,-0.2511901358591441,0.0953904583475147
PSIP1,-0.30352954034496976,0.08006794584411335
PSMB1,-0.5268204378065745,0.19051915809832734
PSMB4,-0.3073493172769502,0.10137992158366407
PSMD14,-0.5100249688450122,0.13830304565858312
PTF1A,-0.29682307184480666,0.08129800262982016
PTTG1,-0.25667723169429263,0.08066669310880151
PUF60,-0.2175047765576362,0.1138018646359931
PURA,-0.3052142424780587,0.08035296785287592
PURB,-0.5633328166436682,0.1920737786282928
RAD21,-0.26536032490777445,0.07710890355076144
RARA,-0.2608338796196364,0.09701379182281004
RARB,-0.26663642431695156,0.10623158979214656
RARG,-0.3640063902196832,0.11189953950539304
RAX2,-0.24147748677024056,0.08692618931026166
RAX,-0.21161996642753664,0.08650905120184256
RB1CC1,-0.370236766175641,0.11992230920611044
RB1,-0.18536857722564445,0.07074538129433891
RBAK,-0.0816151657950742,0.09123451202163353
RBL1,-0.17240304674767476,0.08643534262023304
RBL2,-0.1329708100256659,0.08853800499371256
RBMS1,-0.17577293460733082,0.08216467549460323
RBPJL,-0.30094755716823923,0.08682757404080728
RBPJ,-0.09958639785794117,0.07735080198176139
RCOR1,-0.3207575588130331,0.07486024565841055
RCOR2,-0.3805093049510506,0.10291474741164038
RCOR3,-0.2235662732225687,0.08582569085752645
RELA,-0.29884840437743426,0.07869428862183499
RELB,-0.3519564292893888,0.09867513306752311
REL,-0.3233822124680422,0.07468245450125387
REPIN1,-0.09675484046775483,0.05436032781054926
RERE,-0.2998074135126617,0.08205892939538839
REST,-0.32812162934941247,0.09422723035569029
REXO1,-0.3285339381629792,0.09982160816889732
RFX1,-0.20569377385939336,0.09252981568263599
RFX2,-0.35227307722799417,0.092157894206689
RFX3,-0.3034037775329202,0.10225337046489028
RFX4,-0.4079833512979061,0.11095560408453382
RFX5,-0.16499944196823987,0.0785101172679946
RFX6,-0.17021384886876997,0.0726353229288241
RFX7,-0.33583794091593117,0.08183655893339227
RFX8,-0.21766824243967972,0.11175406464473356
RFXANK,-0.35544928398542575,0.1031805421039974
RHOXF1,-0.4623912718593125,0.13243721834188235
RHOXF2B,-0.24133640720942337,0.12746503876174695
RHOXF2,-0.36260287781670003,0.14253294963266036
RLF,-0.333745721128374,0.10013373828361691
RNF138,-0.24376737746652724,0.09017745855658976
RNF2,-0.3271321858163668,0.09259666532886579
RORA,-0.3653622537859618,0.11318618029478114
RORB,-0.21628895495111758,0.10018803348714375
RORC,-0.34672764118483035,0.1061359852658114
RPA1,-0.28073854179729263,0.08231779269336177
RPA2,-0.2719300352028069,0.09685863018587566
RPA3,-0.2629034276034898,0.09728907556498655
RREB1,-0.3962912662145297,0.11225991879646598
RUNX1T1,-0.47833980609997623,0.13908328057866542
RUNX1,-0.2594926143072927,0.1315098634418789
RUNX2,-0.42733511436309307,0.11130193545021015
RUNX3,-0.4963222732625072,0.13796576532333343
RUVBL1,-0.292897878840712,0.0974755668119592
RXRA,-0.09478625484122273,0.05546792231850188
RXRB,-0.17080762976433034,0.08429259313024039
RXRG,-0.2124281352653047,0.08705905716267698
SALL1,-0.27369192505808143,0.10086659110413453
SALL2,-0.13943499865012127,0.09768308827762659
SALL3,-0.3230297603387812,0.11761770118999393
SALL4,-0.21034814635782056,0.07915191435287998
SATB1,-0.2378657535506182,0.09085937565367204
SATB2,-0.22191766597751178,0.08924153746857161
SCRT1,-0.26079065001513546,0.07282548898395795
SCRT2,-0.3230094715771933,0.08932992151652536
SCX,-0.41662285157929024,0.08489093816617563
SEBOX,-0.17008574281114502,0.10051502847802442
SETDB1,-0.4372806542330703,0.14202851688303372
SETDB2,-0.1664174512942235,0.08970235263513265
SFPQ,-0.18872606163446087,0.07851929505273585
SHOX2,-0.22209455921317242,0.0746984182976432
SHOX,-0.2767301078730694,0.11427396370037299
SIM1,-0.25343657926189134,0.0807574609033308
SIM2,-0.31040163256295805,0.0771701702160618
SIN3A,-0.21259591040114967,0.08316050337343635
SIRT6,-0.40857600865997196,0.09771842046154029
SIX1,-0.25183112691110127,0.09434019371174716
SIX2,-0.38542265828888156,0.11373615630793052
SIX3,-0.27813120148057285,0.09264724714844907
SIX4,-0.24265323834973665,0.0999264345251135
SIX5,-0.2734526944956102,0.10490805609079333
SIX6,-0.4463417878279925,0.12316911366132884
SKIL,-0.2561689496549876,0.08593738527270935
SKI,-0.32341250191331095,0.08641791456146826
SKP2,-0.33023865446944045,0.09999366994308322
SLC15A1,-0.18029743578465052,0.0757835216717964
SLC22A1,-0.18111475834615065,0.07186062455735669
SLC2A4RG,-0.3451838482991489,0.08328546805337228
SLC45A2,-0.33325665174493674,0.09857353309636649
SMAD1,-0.4516930846746347,0.12975213593020046
SMAD2,-0.2996672253756621,0.06837627430994365
SMAD3,-0.14325712906941407,0.07271018027514722
SMAD4,-0.27075117546983823,0.07809976555351923
SMAD5,-0.4104294939135148,0.12199437143477165
SMAD6,-0.38773444789569333,0.0972973421094632
SMAD7,-0.26306135782594847,0.08682103345622533
SMAD9,-0.5239959894917146,0.18637069637235315
SMARCA1,-0.32860396417799753,0.10120402919468592
SMARCA2,-0.03180436592052227,0.07476823831590818
SMARCA4,-0.34974922787870166,0.10095351875297527
SMARCA5,-0.3344481928889776,0.12840344036036816
SMARCB1,-0.26764515644653675,0.08987357039050577
SMARCC1,-0.33189164837230933,0.10055832144533744
SMARCC2,-0.14807822530715964,0.08016749838190139
SMARCD1,-0.151485393587095,0.07262627160008628
SMARCE1,-0.4220078379490796,0.10117506896397398
SNAI1,-0.305058019468134,0.09815238219096213
SNAI2,-0.37465980616750943,0.1102730205509687
SNAI3,-0.036680829081324126,0.07923607407819752
SNAPC1,-0.5442909319611409,0.13922034773727404
SNAPC2,-0.29125798416264365,0.08392836566503006
SNAPC3,-0.3398695817195872,0.10666984401252214
SNAPC4,-0.3420336626837881,0.07958895742707259
SNW1,-0.3329160599760037,0.09835332144571214
SOHLH1,-0.37648346303072977,0.10880297568587663
SOHLH2,-0.2840346526043149,0.10852911649923179
SOX10,-0.19996162544852117,0.09300903406200281
SOX11,-0.471856769488705,0.1630441107401465
SOX12,-0.31615970132335863,0.09197752166798344
SOX13,-0.39911822886163417,0.12136209954492613
SOX14,-0.20058322022655783,0.08892574944036451
SOX15,-0.3411364735920837,0.09359672502172152
SOX17,-0.1983816218736631,0.0911391489292008
SOX18,-0.5448713991361817,0.16544563553053804
SOX1,-0.2514096158939804,0.06675590787771746
SOX21,-0.10195765914248484,0.08875435041872143
SOX2,-0.25064132863845817,0.10985525784808854
SOX30,-0.5283277984409023,0.1457446352694957
SOX3,-0.19421086715228217,0.09263335213625268
SOX4,-0.30714052619236415,0.11848688900007431
SOX5,-0.4446128002668517,0.10238969727342233
SOX6,-0.30337781056751767,0.09575358690114667
SOX7,-0.26838980947167235,0.0816310247344511
SOX8,-0.3698180144106071,0.09272135918833371
SOX9,-0.3739906049638163,0.11044569269189879
SP100,-0.24552872022108102,0.11525157703739401
SP110,-0.14499237969599524,0.08628518104486296
SP140L,-0.3744475171306177,0.1066151220591166
SP140,-0.5301111179166328,0.1500955648710138
SP1,-0.3922180126590924,0.11576670424347395
SP2,-0.2914283537786903,0.08606444704200177
SP3,-0.24947751564008994,0.09846004579223787
SP4,-0.25747159704735023,0.07846781545013318
SP5,-0.2077322316275141,0.07182565923277862
SP6,-0.270017505840347,0.0750203727893044
SP7,-0.34066563652742377,0.11833840612850226
SP8,-0.33226870488315047,0.10407315278708638
SP9,-0.2439179093518655,0.09078531029921055
SPDEF,-0.11487376931101212,0.08537805616724807
SPI1,-0.2611040411869256,0.08213074131378889
SPIB,-0.20957627397991982,0.09982579918653628
SPIC,-0.4759982806564124,0.10473256384802107
SPZ1,-0.477414665878672,0.11996270604207279
SRCAP,-0.2817557218377513,0.08819446633637096
SREBF1,-0.4522723896982067,0.10583006964667172
SREBF2,-0.2886454419707976,0.10551683334817315
SRF,-0.3689195474324635,0.10237957744456011
SRY,-0.30815268282726294,0.09128040962250443
SS18,-0.3108512150191459,0.08489812680968892
SSRP1,-0.3265317904986766,0.11201904328420156
ST18,-0.26951520575896903,0.09146434768192682
STAT1,-0.35249168608637327,0.08553054885951523
STAT2,-0.42101631097347886,0.11707778094287895
STAT3,-0.2819633998862254,0.08368318331538797
STAT4,-0.24871294856337225,0.09446091562891214
STAT5A,-0.379366211663306,0.12269919524121596
STAT5B,-0.1991044781585399,0.0646990403806332
STAT6,-0.15059906183790017,0.09326439590245458
STOX1,-0.3225048925736915,0.10593038654769997
STOX2,-0.2958048012817486,0.07796801491367854
STRAP,-0.359305828217024,0.14734893554510256
SUB1,-0.17150968935850025,0.09594323318110308
SULT2A1,-0.32607971138777975,0.13710411245165502
SUPT4H1,-0.31277992978288743,0.08253674904856438
SUPT5H,-0.31484630867505525,0.1300923709395547
SUZ12,-0.22624488024900044,0.08685464874164524
TADA2A,-0.29457460572913446,0.08608910710375929
TADA2B,-0.1585886616677313,0.07294193169466641
TADA3,-0.32147086776420564,0.09191380218388635
TAF10,-0.10718279494543834,0.08347879652189003
TAF11,-0.1847271994777003,0.09899093835646358
TAF12,-0.36630967588094293,0.0995731418466889
TAF13,-0.4270172839203312,0.11831529278605578
TAF1A,-0.296813152561585,0.07497880414194293
TAF1B,-0.20367542819896095,0.07265718564271151
TAF1,-0.20902957481714812,0.08573106977287154
TAF2,-0.22241054820027809,0.09247424639545032
TAF4B,-0.3977511153824671,0.111887940834458
TAF5,-0.3932064311627164,0.10841669032728517
TAF6,-0.3276667964920901,0.08450502539107117
TAF7,-0.25817074967836323,0.09030078478854041
TAF9,-0.4278876005988257,0.1313163832279351
TAFAZZIN,-0.3317854891501599,0.10154852067879235
TAL1,-0.3354227549055126,0.11683555675862314
TAL2,-0.2849107886647137,0.08488580043651028
TARBP2,-0.4446506103943219,0.1420250623175517
TBPL1,-0.37096520316310116,0.11557828825639364
TBPL2,-0.26463263602595327,0.09322388385949429
TBP,-0.24869109469373973,0.08343657379917094
TBR1,-0.33756695658480684,0.09303142559918207
TBX10,-0.2140364249362672,0.08569053485667263
TBX15,-0.3535242980687033,0.09323491028345625
TBX18,-0.3364216943167528,0.12446486653349395
TBX19,-0.2174882024334879,0.08666113312539526
TBX1,-0.2643425947845562,0.07816482246893576
TBX20,-0.3084423666979649,0.09892115852975943
TBX21,-0.3899194460335916,0.13134863487376996
TBX22,-0.2821827269477633,0.10186618539902696
TBX2,-0.27557746560790153,0.07527609034206975
TBX3,-0.1967235226844999,0.0716849338017377
TBX4,-0.3979238770611558,0.139375654051463
TBX5,-0.401337799073837,0.11961193173352164
TBX6,-0.29503880120615894,0.09366603870135341
TBXT,-0.38970006066308144,0.10985237037084261
TCERG1,-0.29679363008157955,0.06194200890252377
TCF12,-0.24265782436038366,0.0807418079153277
TCF15,-0.14320041548179743,0.08612855315249254
TCF19,-0.32660966708463246,0.09116300472790877
TCF20,-0.38942458407019015,0.10515110628467593
TCF21,-0.34785491667183555,0.09416536073573299
TCF23,-0.17502688594665589,0.08285861470780707
TCF24,-0.25917635648217446,0.07160086425183325
TCF25,-0.1529023558976131,0.07202497446401822
TCF3,-0.3076004618841538,0.09146880038741698
TCF4,-0.19278355434692354,0.09535261563816086
TCF7L1,-0.29664461925930513,0.092998688890731
TCF7L2,-0.3571509956935996,0.11682968844887978
TCF7,-0.21186220222145227,0.07664397120381085
TCFL5,-0.3027276410241973,0.0727630216944248
TEAD1,-0.2239435161771374,0.09201169913095711
TEAD2,-0.3352318322752341,0.13543238050863654
TEAD3,-0.35851113697938297,0.11444919555983062
TEAD4,-0.3388180258125226,0.0912039622255585
TEF,-0.2832304374998479,0.08791925913412595
TERB1,-0.3181495430073707,0.10183508742509968
TERF1,-0.334389215316891,0.08884809836469947
TERF2,-0.295838336370964,0.07591164710390028
TFAM,-0.3373351862075037,0.1100917936232573
TFAP2A,-0.3669813048930511,0.11428936830819628
